Wavelength (nm),30 s reaction,60 s reaction,90 s reaction,120 s reaction,150 s reaction,180 s reaction,210 s reaction,240 s reaction,270 s reaction,300 s reaction,330 s reaction,360 s reaction,390 s reaction,420 s reaction,450 s reaction,480 s reaction,570 s reaction,600 s reaction
574.0103149,-0.00281481,0.001015891,0.010803116,0.001804397,0.00031626,-0.002483427,0.029844061,0.022075135,0.007308814,0.010063285,0.007435826,0.008286503,0.010594658,0.018231336,0.006968719,0.015489142,0.034931183,0.021844538
573.0004272,-0.002978557,0.00068175,0.010749354,0.001665405,0.000316079,-0.002502215,0.029741924,0.022290951,0.007425556,0.010199188,0.007750329,0.008625942,0.010959321,0.018889019,0.007846842,0.016755639,0.036719237,0.022807606
571.9904175,-0.002815685,0.001305085,0.010982311,0.002003399,0.000338358,-0.002286381,0.029742148,0.022423893,0.007729143,0.010874854,0.008476224,0.009475755,0.012320925,0.019719487,0.009256218,0.018507781,0.039222874,0.025374915
571.0174561,-0.002796138,0.001300775,0.011066028,0.001972635,0.000551281,-0.002152202,0.030144785,0.022837235,0.00802279,0.011477704,0.008922337,0.010285325,0.013212482,0.020788845,0.010492071,0.020154446,0.041932773,0.027103117
570.006958,-0.002670453,0.001326557,0.011022907,0.002243289,0.000757981,-0.002020404,0.030797236,0.023608489,0.008618707,0.012493926,0.009852454,0.011206946,0.014408949,0.022195263,0.01232412,0.022435859,0.045131885,0.02902239
568.9960938,-0.002877508,0.001071135,0.011036395,0.002224919,0.000621708,-0.001924493,0.031109994,0.023967398,0.008937477,0.012866881,0.010391496,0.012377172,0.015493917,0.023469226,0.014111301,0.02470685,0.048334863,0.031246277
567.9851074,-0.002523525,0.001150861,0.011175073,0.002551267,0.001021366,-0.001590005,0.032006208,0.024913806,0.009759387,0.013869097,0.011429121,0.013899966,0.017351706,0.025367396,0.016445141,0.027872829,0.052778482,0.033814382
567.0111694,-0.002684037,0.001202098,0.011209763,0.002581056,0.001002763,-0.001672426,0.031931143,0.025305159,0.01016222,0.01466503,0.012510364,0.015339453,0.019150326,0.027176911,0.019074151,0.031122202,0.057293441,0.037438922
565.9996948,-0.002530937,0.00173921,0.011262572,0.00258754,0.001156233,-0.001338002,0.03211813,0.025923004,0.010817633,0.01588342,0.013584771,0.016954344,0.02111407,0.029256279,0.021892013,0.03469133,0.062636822,0.041732907
564.987793,-0.002525224,0.001546044,0.011373234,0.002829291,0.001270865,-0.001203065,0.032932475,0.0267717,0.011468243,0.016916662,0.014785454,0.018826,0.023431003,0.031689879,0.025217665,0.038723569,0.068259791,0.045644365
564.0133057,-0.002438691,0.001555916,0.011396832,0.003045238,0.001579531,-0.000988237,0.033675727,0.027697289,0.0124281,0.018226368,0.016333422,0.021031844,0.025907096,0.034539387,0.028616035,0.042971578,0.074709333,0.049671646
563.0009766,-0.002430093,0.001461415,0.011514837,0.003228327,0.001723746,-0.000790304,0.034617119,0.02892706,0.013541025,0.02012378,0.018226504,0.023526747,0.029058866,0.037772313,0.033114504,0.048757467,0.082774341,0.054923594
561.9884644,-0.002222207,0.001662131,0.011666963,0.00346853,0.001987796,-0.000561776,0.03535315,0.030072622,0.014774205,0.022071514,0.020392723,0.026716033,0.032828409,0.041597851,0.038211472,0.055130418,0.091917194,0.061125934
561.0132446,-0.00246021,0.00165909,0.011685232,0.003421668,0.00212905,-0.000413099,0.036083177,0.031227944,0.016007137,0.023983894,0.022402361,0.02993582,0.036667179,0.04560072,0.043420602,0.061946817,0.100857385,0.067606375
560.0001831,-0.002526202,0.001389293,0.011548278,0.003486665,0.002223592,-0.000177334,0.037559282,0.032842454,0.017319674,0.026273603,0.024757655,0.033323634,0.040889505,0.050169174,0.049274564,0.069304325,0.111262925,0.074614279
558.9868164,-0.002273042,0.001775493,0.011895624,0.003835925,0.002668717,0.000240521,0.038778219,0.034797467,0.019046618,0.029080179,0.027896456,0.037629254,0.045757961,0.055365011,0.055803906,0.077659316,0.122202255,0.081906073
558.0109253,-0.002222979,0.00178485,0.011856464,0.004166832,0.003172938,0.000687584,0.040624313,0.036821701,0.021202018,0.032405205,0.031497702,0.042323306,0.051375329,0.061106477,0.063550487,0.087353088,0.135287076,0.090421222
556.9971924,-0.001963406,0.001982023,0.012078518,0.004533302,0.003730483,0.001275902,0.042352956,0.039347753,0.023515297,0.035956502,0.035285927,0.048081771,0.058253191,0.067922175,0.072200827,0.098235451,0.149832681,0.100113921
555.9832153,-0.001909752,0.001876458,0.012320525,0.004943751,0.004101811,0.001893747,0.044639088,0.04236263,0.026279241,0.040328432,0.040085752,0.05445366,0.065487184,0.075535744,0.081795931,0.11028263,0.165662482,0.110599019
555.0065308,-0.001919493,0.001845625,0.012387693,0.005291041,0.004733951,0.002355372,0.046980925,0.04532269,0.029136619,0.044521652,0.044657964,0.061037738,0.073541425,0.083440207,0.091676906,0.122813217,0.181829706,0.120827243
553.9920654,-0.001738744,0.002024958,0.012639786,0.005822166,0.005434161,0.003223059,0.049591783,0.048989251,0.03270087,0.049812544,0.050181873,0.068831168,0.082298234,0.09256383,0.10333968,0.136698693,0.199089572,0.132143766
553.0148926,-0.001793657,0.00234798,0.012730034,0.006168453,0.005853938,0.003967542,0.051985119,0.052494772,0.035937972,0.055178855,0.055927463,0.076828144,0.091650568,0.101709709,0.115427129,0.150786579,0.217243016,0.144171611
551.999939,-0.001602591,0.002603217,0.013104952,0.006887314,0.006836453,0.005061457,0.05581877,0.057111178,0.040125299,0.061626565,0.062805563,0.086026825,0.102276407,0.112442784,0.128525496,0.167342678,0.236866951,0.156793907
550.9848022,-0.001616002,0.002445746,0.013329353,0.007492156,0.007883164,0.006121299,0.059915993,0.062110122,0.044827983,0.068705432,0.069958963,0.09649241,0.11425662,0.124095947,0.142339751,0.184568852,0.257628113,0.169442624
550.007019,-0.001350543,0.002467874,0.013456109,0.008269696,0.008947809,0.007410547,0.064193472,0.067631513,0.049906936,0.076024622,0.078007691,0.107182168,0.126013398,0.13585265,0.156789854,0.201696992,0.277557075,0.181666061
548.991333,-0.001384089,0.002637594,0.01381375,0.009150773,0.010364321,0.008863231,0.069494843,0.074297518,0.055963356,0.085313059,0.087505274,0.119665943,0.139981791,0.149209499,0.173546523,0.221209511,0.299836636,0.194787189
548.0130615,-0.001274204,0.00261728,0.014073545,0.01018978,0.011766264,0.01041915,0.074876033,0.081227228,0.062019669,0.094290242,0.097031236,0.132546425,0.154450163,0.162945509,0.189900354,0.240855292,0.32048884,0.207710564
546.9968872,-0.001223923,0.00306445,0.014475504,0.01112724,0.012966483,0.011990987,0.079506703,0.087273553,0.067851715,0.103109568,0.106290676,0.144767925,0.167623356,0.175097153,0.205228731,0.258649677,0.340258896,0.220253244
546.0181885,-0.001213649,0.003190618,0.014844888,0.012103803,0.014473764,0.013752266,0.08511173,0.094713867,0.074512213,0.112654544,0.11592216,0.157602415,0.18150951,0.188393071,0.220625058,0.276248157,0.359133512,0.231332123
545.0015259,-0.001020313,0.003141935,0.015289067,0.013424497,0.016552532,0.015804326,0.092375569,0.103587404,0.082221404,0.123826958,0.127264261,0.172389507,0.197347939,0.202893853,0.237636074,0.296007961,0.378506869,0.242526665
543.9847412,-0.000964527,0.003243218,0.015957749,0.015353533,0.019090679,0.018470071,0.101154037,0.113997698,0.091667667,0.136692166,0.140046224,0.189742342,0.216038495,0.219297022,0.256430268,0.317789316,0.400096804,0.254265428
543.0053101,-0.000857273,0.003304771,0.016637141,0.017281557,0.021815058,0.021375006,0.110539384,0.125171319,0.101175472,0.151054725,0.15401502,0.20659034,0.233381361,0.235528857,0.275842995,0.338442236,0.420037895,0.266006738
541.987915,-0.000724461,0.003996148,0.017291389,0.019220939,0.024094453,0.024077324,0.117934622,0.13525191,0.109943666,0.162634835,0.166244254,0.222332642,0.249674663,0.249482617,0.291535765,0.356231093,0.436136663,0.275622517
541.0080566,-0.000984827,0.004801108,0.018101398,0.020755636,0.026372919,0.026617108,0.124731213,0.143995673,0.117602497,0.173295498,0.177409396,0.236196473,0.264025748,0.261607111,0.304903835,0.371415258,0.449976951,0.285317659
539.9902954,-0.000823376,0.004920843,0.018828651,0.023168338,0.029250823,0.029780375,0.13448216,0.155719951,0.127152726,0.186589927,0.189394042,0.251603782,0.279342264,0.274556667,0.319510341,0.387625009,0.464058042,0.292690992
539.0100098,-0.000556709,0.004981901,0.020074436,0.026084002,0.033320054,0.033939481,0.146645919,0.169801563,0.139163926,0.201436773,0.204150721,0.269177526,0.29639253,0.289390326,0.33575201,0.4040865,0.478821665,0.299929947
537.9917603,-0.000222459,0.005238036,0.021334628,0.029555211,0.037823062,0.038318418,0.160377085,0.184772849,0.151369438,0.217720702,0.218739256,0.286944509,0.314002812,0.304074138,0.351237059,0.420640916,0.49167493,0.306244105
537.0109863,-0.000367943,0.006141278,0.022527648,0.032330658,0.041095186,0.041856114,0.169790894,0.19563137,0.160071462,0.229091808,0.230566159,0.300395101,0.326955915,0.314174056,0.361855447,0.432539165,0.500997365,0.31228596
535.9922485,-0.000277719,0.006614066,0.023870191,0.035422713,0.045056932,0.045651756,0.18050465,0.207625836,0.170077503,0.24160026,0.241731226,0.312699914,0.339025915,0.324107647,0.372566283,0.443119496,0.509691536,0.316965878
535.0111084,0.000112178,0.006974033,0.025473859,0.039403416,0.04960037,0.05004495,0.193189323,0.220538467,0.179845914,0.253428459,0.252755046,0.32581377,0.350403696,0.333656073,0.382513017,0.452965736,0.517238796,0.319602251
533.9919434,1.75E-05,0.007581077,0.026941715,0.043076646,0.053966854,0.05422572,0.204417631,0.233138859,0.189605728,0.265497565,0.263593316,0.338386744,0.361967266,0.34221527,0.391093016,0.462243408,0.522993803,0.322504401
533.0102539,5.38E-05,0.008881488,0.028610311,0.046394475,0.057734672,0.058112964,0.213558614,0.243581384,0.197666034,0.275163323,0.272157788,0.348265976,0.370746613,0.348835498,0.398005217,0.468913078,0.528055131,0.326987326
531.9906006,0.000313126,0.009425515,0.030679429,0.051155433,0.063267469,0.063116573,0.227177516,0.257096529,0.207558498,0.286313623,0.282288432,0.358871043,0.380267263,0.355957449,0.404853046,0.47600612,0.532618403,0.328228921
531.0085449,0.000748075,0.010038965,0.03280133,0.055723939,0.068244889,0.067538694,0.239038765,0.268478245,0.215939999,0.295936227,0.289969534,0.367477059,0.387738586,0.361593455,0.410099149,0.480937034,0.535436213,0.328641027
529.9885254,0.000935023,0.010493821,0.034883212,0.060275342,0.07332556,0.071845464,0.250508457,0.279285878,0.2238103,0.304128945,0.296857506,0.374776304,0.393832415,0.366285533,0.414309263,0.484865308,0.537472785,0.328112006
529.0059814,0.000816278,0.012235101,0.036698304,0.064068295,0.076892383,0.075341076,0.256939679,0.286845237,0.229214564,0.310201019,0.30285573,0.380500972,0.3986426,0.369171858,0.417338163,0.487545431,0.537877619,0.330155462
527.9853516,0.001014776,0.013608649,0.038951274,0.067988403,0.080842175,0.079115033,0.264771104,0.295050681,0.234763235,0.316439539,0.30775243,0.385447562,0.402744472,0.37183097,0.419984937,0.489698857,0.539253414,0.332219571
527.0024414,0.001516923,0.014497263,0.041488498,0.073067956,0.086036325,0.083347961,0.275570869,0.304157317,0.240738884,0.322603345,0.312377542,0.390565693,0.406590104,0.374528259,0.421871454,0.491328955,0.539181233,0.330913842
525.9814453,0.001883633,0.015835952,0.043819837,0.077959709,0.090600602,0.087031364,0.283135027,0.311338365,0.245392591,0.327306122,0.316219181,0.394181997,0.409316927,0.376092613,0.423172057,0.491992295,0.538310826,0.330372423
524.9980469,0.002237539,0.017009797,0.045977011,0.081788681,0.094251037,0.090038158,0.289732337,0.316709489,0.248934776,0.33048892,0.318832755,0.396386445,0.410624683,0.376673371,0.423243612,0.491820544,0.537330687,0.329722583
524.0144043,0.002726802,0.018364932,0.048477616,0.086499043,0.09859775,0.093332171,0.296792299,0.322637618,0.252838075,0.334060669,0.321389318,0.398687214,0.412039578,0.377173692,0.423333377,0.491331101,0.535806418,0.328221828
522.9927368,0.003191791,0.019729428,0.05093623,0.090724327,0.102402516,0.096223086,0.30251205,0.327567101,0.255739987,0.336586803,0.323032618,0.399958342,0.412542731,0.377071202,0.422728837,0.490574807,0.533818245,0.326634824
522.008728,0.003854964,0.02125546,0.053296588,0.094740175,0.105916224,0.098727018,0.307430208,0.331526697,0.258079737,0.338439256,0.324050158,0.400664002,0.412632257,0.37677291,0.422014356,0.488961309,0.531899333,0.325149566
520.9864502,0.004409751,0.022530839,0.055635303,0.098671101,0.108999841,0.101203509,0.312086344,0.334831119,0.25976336,0.33969909,0.324793786,0.400892347,0.412153482,0.375999928,0.420589417,0.48731947,0.529584765,0.323541254
520.0020142,0.005110355,0.02375824,0.058096271,0.102450401,0.112164691,0.103192255,0.316129416,0.337834925,0.261522025,0.340734571,0.325172246,0.400761724,0.411511451,0.375143796,0.419235855,0.485528469,0.527365148,0.321826547
519.017395,0.005588865,0.025425276,0.060141623,0.105679922,0.114431061,0.104815356,0.318199217,0.33953312,0.262068391,0.340827197,0.325184822,0.399944931,0.410462141,0.373697966,0.417527288,0.483333886,0.524326265,0.320317
517.9945679,0.006037428,0.02697226,0.061992526,0.108254515,0.116168335,0.105946854,0.319610536,0.340192765,0.262040705,0.340453893,0.324293464,0.398748994,0.408751845,0.37178722,0.415388435,0.480653167,0.521926701,0.319671243
517.0094604,0.006755099,0.028286666,0.063777529,0.110913537,0.11810039,0.107289337,0.321592301,0.341323108,0.262285024,0.340075046,0.323592544,0.397521883,0.40729925,0.370194107,0.41351521,0.478357881,0.519294143,0.318081975
515.9862061,0.007593036,0.029503923,0.065836564,0.113790795,0.120163754,0.10853111,0.323362321,0.342196971,0.2625328,0.339554697,0.322631002,0.39607057,0.405507356,0.368572772,0.411241502,0.475768834,0.51686579,0.316225678
515.0006714,0.008493487,0.030845618,0.067739084,0.116164006,0.121800542,0.109342404,0.324638903,0.342578888,0.26213795,0.338565141,0.321362644,0.394227177,0.403405309,0.366728902,0.408872992,0.472911686,0.513846815,0.314038962
514.0148926,0.00914538,0.032243326,0.069355525,0.11845398,0.123046733,0.110002153,0.325336218,0.342416942,0.26150313,0.337181628,0.319759607,0.392118365,0.400866985,0.364475191,0.406297058,0.470137775,0.510632932,0.311946243
512.9909668,0.009934417,0.033482559,0.070710666,0.120132893,0.124021687,0.110497452,0.325379372,0.341831505,0.260807931,0.335771889,0.318285525,0.389981031,0.398725718,0.362412065,0.403969735,0.467435569,0.507824183,0.310417652
512.0047607,0.010635217,0.034575742,0.071910895,0.121377491,0.124739975,0.110788874,0.325187773,0.341146112,0.259852409,0.334384948,0.316793799,0.388213813,0.396524996,0.360481292,0.401886225,0.464991659,0.505551755,0.309407681
511.0184326,0.011418012,0.035540577,0.07309325,0.1228384,0.125364095,0.110866584,0.324913263,0.340375066,0.258954257,0.333043039,0.315348446,0.3862966,0.394657135,0.358835876,0.399786413,0.462615788,0.503372669,0.308187217
509.9937744,0.012156669,0.036455393,0.07419607,0.124051757,0.125814185,0.111111917,0.324365228,0.339300126,0.257911235,0.331342697,0.313581675,0.383853227,0.392385036,0.356698304,0.397458166,0.460001975,0.501012325,0.306742609
509.0069885,0.013081528,0.037628576,0.075297639,0.125225574,0.126428217,0.111327343,0.323753774,0.33809346,0.256791651,0.329626948,0.311883807,0.381827027,0.390267044,0.355018377,0.395481408,0.457651794,0.498908699,0.305534631
507.9819946,0.013687985,0.038455002,0.076088034,0.125952959,0.126450524,0.111054048,0.322869569,0.336888582,0.255548269,0.328070372,0.310254693,0.379628599,0.388145983,0.353186309,0.393523932,0.4554075,0.496753454,0.304475933
506.994751,0.014361427,0.039085168,0.076786473,0.126710281,0.126677021,0.1109896,0.322395831,0.33566007,0.254466116,0.326400966,0.308556587,0.378073514,0.386328965,0.351522595,0.391720533,0.453563184,0.49511233,0.303277671
506.0073242,0.014980366,0.039662536,0.077385858,0.127453417,0.12678577,0.110889472,0.32152608,0.334585965,0.253428638,0.325256914,0.307207793,0.376155853,0.384500533,0.349985927,0.390149444,0.451733321,0.493745744,0.302253246
504.9816589,0.015672857,0.040215421,0.077990472,0.127956912,0.126759157,0.11064975,0.32033667,0.333054572,0.252123922,0.323768258,0.305790931,0.374271601,0.382616669,0.348560542,0.388415903,0.450051636,0.492249608,0.301341265
503.9937744,0.016313478,0.041015264,0.078720093,0.128325373,0.126768962,0.110440962,0.319153279,0.331712335,0.251069456,0.322069585,0.30422917,0.37248373,0.380996585,0.347070664,0.38714388,0.448493093,0.490986049,0.301189482
503.0057373,0.016994372,0.041625712,0.079260476,0.12881054,0.126637384,0.110167623,0.318348229,0.330574691,0.250073195,0.320525169,0.302994877,0.370952785,0.379667759,0.345868051,0.38587147,0.447045147,0.489959031,0.300532401
502.0174255,0.017419793,0.041996039,0.079510279,0.128993407,0.126458347,0.109754019,0.317318231,0.32931906,0.248965636,0.319212943,0.301744998,0.369412065,0.378305763,0.344855219,0.384709209,0.445941657,0.489050508,0.299864411
500.9908752,0.017817553,0.04223397,0.079866208,0.129218102,0.126285374,0.109426521,0.316131681,0.328049094,0.247937813,0.318092346,0.300582975,0.368265361,0.377042562,0.343876302,0.383598089,0.444898456,0.488126129,0.299231529
500.0021362,0.018335769,0.042760435,0.080430515,0.129508764,0.126203224,0.109305941,0.315265358,0.326889247,0.247044981,0.31679067,0.299362004,0.366888553,0.375931591,0.343015701,0.382767648,0.443955064,0.487726033,0.298718542
499.0132446,0.018765127,0.043282393,0.080848135,0.129716381,0.12593469,0.108939059,0.314137399,0.325654149,0.246087417,0.315817267,0.298408747,0.365620792,0.374900192,0.342184842,0.382022083,0.44322148,0.486916333,0.298831731
497.9861755,0.019130712,0.043491699,0.081097446,0.129778117,0.125607699,0.108511604,0.313089877,0.324514955,0.245227739,0.314813286,0.297385216,0.364587337,0.373874754,0.341421396,0.381298572,0.442433119,0.486652255,0.298355788
496.9968262,0.019256521,0.043896984,0.081296362,0.129551694,0.125104159,0.108009964,0.31167239,0.323124796,0.244182006,0.313761115,0.296746403,0.363749355,0.373071432,0.340799153,0.380825162,0.442067325,0.48630181,0.298923075
496.0072937,0.019554522,0.044213992,0.081471294,0.12955536,0.124829374,0.107751519,0.310666561,0.32222563,0.243521467,0.313091815,0.29600203,0.363090158,0.372603357,0.340516657,0.380570471,0.441813558,0.486584872,0.299180776
495.0175781,0.01993099,0.044444624,0.08183562,0.129670739,0.124784552,0.107465506,0.310438395,0.321593612,0.243123785,0.312529594,0.295410126,0.362387538,0.372132093,0.340292752,0.380431324,0.44169566,0.486943305,0.299042583
493.9895935,0.020332931,0.044621933,0.082139045,0.129807577,0.124799185,0.107266069,0.31045869,0.32126835,0.243008226,0.312101692,0.295071811,0.362288594,0.372010946,0.34045735,0.380514264,0.44198367,0.487346262,0.298851371
492.9994812,0.020600267,0.044603486,0.082232721,0.129793569,0.124645844,0.106954485,0.310200602,0.320995033,0.242664829,0.311787456,0.294708699,0.361883372,0.371664047,0.340598434,0.380506307,0.441961289,0.487823516,0.29806599
492.0091553,0.020443162,0.045243453,0.082258128,0.129314169,0.123678744,0.106421568,0.307443887,0.319149077,0.241514936,0.31079489,0.294495463,0.361382127,0.371590734,0.340176195,0.380481035,0.442161113,0.487605095,0.299646616
491.0186157,0.020374574,0.046001878,0.082447,0.12905772,0.123172976,0.106276229,0.306480497,0.318415761,0.240961537,0.310632378,0.29443717,0.361327171,0.371692926,0.340321243,0.381034046,0.442710072,0.489071131,0.302009404
489.9897461,0.020945558,0.04578894,0.082661316,0.129065096,0.123355538,0.106094189,0.307266265,0.318651408,0.241321102,0.310846508,0.294334084,0.361625046,0.372031689,0.341071099,0.381634057,0.443646461,0.490564734,0.301568747
488.9988708,0.021065945,0.045815434,0.082713142,0.129213527,0.123228736,0.105899803,0.307376266,0.318730503,0.24139379,0.31092301,0.294494957,0.361950368,0.372389525,0.341706425,0.382339865,0.444596857,0.491610467,0.301362723
488.0076599,0.020988971,0.046299923,0.082615756,0.12884526,0.122589648,0.105487108,0.305830807,0.317801297,0.240741134,0.310632616,0.294580191,0.36202845,0.372826815,0.341865122,0.382994413,0.445385128,0.492690742,0.303166628
487.0163269,0.021082493,0.046991915,0.082846478,0.128521323,0.122151189,0.10533803,0.305133283,0.317391098,0.240637362,0.311017096,0.295015872,0.362623483,0.373633802,0.342622966,0.384130418,0.4466438,0.494780719,0.305605471
485.9866333,0.021619122,0.046907555,0.083175093,0.128764466,0.122635171,0.105443314,0.306752473,0.318475157,0.241668046,0.311940789,0.295645177,0.36390394,0.374874234,0.34416154,0.385757476,0.448520124,0.497483611,0.306011766
484.9949341,0.021806756,0.046763647,0.082988128,0.128851533,0.122580722,0.105346113,0.307168424,0.319128096,0.242174879,0.312486619,0.296278119,0.364859164,0.376002282,0.345466524,0.387162894,0.450465053,0.499306023,0.305882216
484.0029907,0.021434071,0.047988236,0.083074719,0.128360748,0.121740475,0.105066985,0.30479908,0.317927778,0.24132593,0.312386841,0.297281772,0.365463138,0.377049893,0.34583801,0.388601452,0.452016652,0.500829756,0.310224354
483.0108948,0.021453217,0.048173647,0.083096154,0.127992675,0.121440277,0.105043843,0.304662377,0.318199068,0.24165161,0.313479424,0.297752082,0.366419792,0.37826708,0.347076088,0.390233308,0.453740776,0.504184961,0.312811822
482.0185242,0.021877259,0.04831247,0.08324974,0.128244713,0.121790841,0.105315261,0.305860609,0.319272906,0.242751822,0.314568013,0.298929423,0.368187845,0.380154938,0.348962903,0.392259151,0.456270248,0.506983936,0.314035237
480.987854,0.022264438,0.048268612,0.083550416,0.128404722,0.122142784,0.10558147,0.306999862,0.32036984,0.243946672,0.316055268,0.300296754,0.370330513,0.382414699,0.351293296,0.394827187,0.459356725,0.510673046,0.316016167
479.9950867,0.022294493,0.048111875,0.083243974,0.128227353,0.122045644,0.105507173,0.307702422,0.321243495,0.244653687,0.316987783,0.301165283,0.371735811,0.384123266,0.352961808,0.39670831,0.461982191,0.513915956,0.317238301
479.0021973,0.022309018,0.048287183,0.083374932,0.128355011,0.12217629,0.105699636,0.308546901,0.322323173,0.24562873,0.318347096,0.302636653,0.373554051,0.386170715,0.354946524,0.399156153,0.464894027,0.517025828,0.319112897
478.0090637,0.022534845,0.048645053,0.083495729,0.12850374,0.122441895,0.105979823,0.309401959,0.323511869,0.246666208,0.319968939,0.30431214,0.375746042,0.388474345,0.357054234,0.401921004,0.467982113,0.520795047,0.321729422
477.0157776,0.022703266,0.048727494,0.08361914,0.128622353,0.122611038,0.106249049,0.310243338,0.324682623,0.247782946,0.321598023,0.306130707,0.377832711,0.390726268,0.359213471,0.404504865,0.4711456,0.524593175,0.324032724
475.9839783,0.022971027,0.049154829,0.083819628,0.128942743,0.122947224,0.106684849,0.311720938,0.32639277,0.249264792,0.323823482,0.308159322,0.380688697,0.393725127,0.362048149,0.40780896,0.475029111,0.528889,0.327110499
474.9903564,0.023223359,0.049424384,0.083855733,0.129173756,0.12354517,0.107182831,0.313361943,0.328403413,0.25103116,0.325927436,0.310304791,0.383553624,0.396841407,0.36508885,0.411376506,0.47893393,0.533406913,0.329871148
473.99646,0.023275848,0.049409851,0.083961152,0.129419059,0.12382631,0.10756027,0.314777821,0.330074787,0.252505899,0.328120202,0.312530279,0.38627848,0.399694949,0.367617011,0.414484412,0.482794911,0.538035572,0.332515925
473.0022888,0.023488354,0.049702469,0.084165536,0.129808024,0.124284416,0.107967511,0.3163234,0.331847191,0.253885001,0.330078185,0.314629197,0.389051974,0.402792484,0.370387018,0.417776644,0.486694634,0.542308271,0.335189611
472.0080261,0.023706404,0.049690541,0.084344521,0.130237863,0.124813877,0.108556598,0.317979336,0.333750308,0.255607873,0.332430124,0.31684199,0.391889572,0.40563497,0.37312755,0.421064317,0.490621418,0.546944499,0.338025242
471.0135498,0.023889855,0.050003529,0.08460135,0.130834118,0.125374183,0.10912443,0.319785297,0.336003304,0.257502586,0.33501327,0.319398046,0.395201385,0.409242034,0.376454085,0.425011665,0.495152712,0.552044809,0.341315657
470.0188293,0.024183363,0.050317355,0.084901489,0.131374046,0.126232237,0.109989546,0.322239429,0.338648647,0.25973013,0.338024795,0.322420865,0.398983747,0.413197577,0.380213201,0.429271877,0.500182033,0.557652235,0.344896942
468.9857483,0.02417611,0.050290413,0.084927708,0.131920368,0.126896083,0.110513277,0.324497074,0.34095782,0.261660934,0.340633988,0.324841857,0.402448952,0.416659713,0.38339895,0.433205187,0.504676282,0.562824011,0.347908378
467.9906921,0.024666874,0.050681848,0.085616052,0.132987112,0.127883613,0.111519419,0.326987207,0.343842149,0.263992995,0.343828112,0.328017175,0.40626058,0.420587361,0.387039572,0.437470645,0.5095101,0.568103194,0.351458669
466.9954224,0.024778867,0.050998319,0.085855506,0.133406818,0.12851882,0.112208433,0.32888943,0.34611389,0.265868455,0.34634617,0.330622286,0.409318894,0.424057543,0.390115649,0.441070616,0.514093101,0.573325396,0.354913503
465.9999695,0.025155094,0.051311467,0.086358391,0.134389103,0.12956816,0.113212369,0.331647307,0.349149972,0.268488109,0.349555939,0.333761156,0.41345045,0.428242505,0.393909454,0.445781082,0.519290626,0.579301894,0.358607262
465.0043335,0.025231903,0.051673528,0.086708732,0.135174155,0.130551413,0.11413756,0.334094793,0.352003664,0.270860314,0.352903187,0.336853325,0.417513281,0.432539344,0.398037732,0.450461745,0.524768591,0.585199237,0.362510204
464.0084839,0.025571071,0.051889107,0.087117247,0.136091933,0.131554067,0.11500784,0.336731255,0.355000317,0.273391545,0.356340259,0.340171069,0.421590745,0.436737597,0.40173313,0.4548572,0.530158758,0.591634929,0.366608411
463.0125122,0.025642324,0.052031603,0.087429158,0.136928827,0.132651642,0.116013579,0.339669734,0.358207852,0.275851309,0.359562039,0.343132228,0.425749779,0.440935195,0.405762136,0.459441483,0.535542309,0.597890139,0.370208383
462.0162964,0.025888577,0.052165214,0.087862089,0.137968272,0.13378796,0.117000066,0.342675149,0.361385018,0.278558016,0.362993419,0.346586555,0.429948598,0.445445955,0.409709692,0.464214146,0.541287422,0.604376197,0.373996526
460.9815979,0.026258918,0.052484315,0.088556245,0.139272362,0.135179102,0.118336655,0.346544951,0.365382135,0.281694144,0.367241383,0.350595415,0.435036153,0.45083198,0.41484201,0.47027576,0.548120499,0.611973405,0.378602445
459.9849854,0.026341287,0.053408604,0.089120463,0.14026621,0.136109501,0.119509153,0.348144949,0.368185878,0.283986121,0.370765686,0.354378611,0.43963483,0.455735207,0.418886274,0.475680828,0.554511607,0.619199812,0.384641856
458.9882507,0.026790807,0.054055735,0.089964755,0.141699493,0.137588412,0.120950408,0.351868004,0.37220335,0.287333965,0.375285387,0.358696729,0.445164412,0.461440295,0.424210221,0.482165068,0.561550438,0.628004849,0.390668154
457.9913025,0.027118741,0.054195307,0.090520918,0.142819241,0.138993099,0.122244649,0.355580658,0.376121968,0.290616334,0.379303128,0.362719983,0.450181395,0.466987848,0.429083496,0.487733841,0.56877631,0.636199713,0.39530921
456.9941101,0.027488368,0.054557286,0.091301776,0.144156903,0.140437782,0.123501651,0.359306335,0.379941464,0.293706507,0.3835738,0.366867364,0.45536986,0.472359031,0.434017003,0.4937509,0.575392902,0.643544436,0.399865329
455.9968262,0.027851051,0.054977857,0.091841936,0.145684779,0.141968548,0.124982126,0.36326173,0.38414079,0.297048301,0.38804698,0.37106517,0.460620493,0.477897853,0.439367414,0.499994069,0.58284992,0.651834905,0.405017108
454.9993286,0.028110765,0.055482414,0.092673436,0.147117794,0.143589243,0.12639524,0.367069036,0.388351291,0.300449282,0.392484516,0.375533879,0.46607998,0.483465046,0.444662511,0.506268382,0.589916408,0.659853637,0.410083562
454.0015869,0.028624605,0.055891074,0.093632303,0.14882867,0.145347536,0.127778649,0.371256143,0.392606556,0.303935826,0.397017002,0.379447371,0.471351266,0.48899743,0.44964546,0.51202935,0.596724391,0.667766511,0.414455414
